orderDate_SK,orderDate_NK,order_calendarYear,order_calendarQuarter,order_calendarMonth,order_calendarWeek,order_calendarDay,order_fiscalYear,order_fiscalQuarter,order_fiscalMonth,order_fiscalWeek,order_fiscalDay
1801,2009-11-07,2009,4,11,1,07,2009,4,11,1,07
1802,2009-11-08,2009,4,11,2,08,2009,4,11,2,08
1803,2009-11-09,2009,4,11,2,09,2009,4,11,2,09
1804,2009-11-10,2009,4,11,2,10,2009,4,11,2,10
1805,2009-11-11,2009,4,11,2,11,2009,4,11,2,11
1806,2009-11-12,2009,4,11,2,12,2009,4,11,2,12
1807,2009-11-13,2009,4,11,2,13,2009,4,11,2,13
1808,2009-11-14,2009,4,11,2,14,2009,4,11,2,14
1809,2009-11-15,2009,4,11,3,15,2009,4,11,3,15
1810,2009-11-16,2009,4,11,3,16,2009,4,11,3,16
1811,2009-11-17,2009,4,11,3,17,2009,4,11,3,17
1812,2009-11-18,2009,4,11,3,18,2009,4,11,3,18
1813,2009-11-19,2009,4,11,3,19,2009,4,11,3,19
1814,2009-11-20,2009,4,11,3,20,2009,4,11,3,20
1815,2009-11-21,2009,4,11,3,21,2009,4,11,3,21
1816,2009-11-22,2009,4,11,4,22,2009,4,11,4,22
1817,2009-11-23,2009,4,11,4,23,2009,4,11,4,23
1818,2009-11-24,2009,4,11,4,24,2009,4,11,4,24
1819,2009-11-25,2009,4,11,4,25,2009,4,11,4,25
1820,2009-11-26,2009,4,11,4,26,2009,4,11,4,26
1821,2009-11-27,2009,4,11,4,27,2009,4,11,4,27
1822,2009-11-28,2009,4,11,4,28,2009,4,11,4,28
1823,2009-11-29,2009,4,11,5,29,2009,4,11,5,29
1824,2009-11-30,2009,4,11,5,30,2009,4,11,5,30
1825,2009-12-01,2009,4,12,1,01,2009,4,12,1,01
1826,2009-12-02,2009,4,12,1,02,2009,4,12,1,02
1827,2009-12-03,2009,4,12,1,03,2009,4,12,1,03
1828,2009-12-04,2009,4,12,1,04,2009,4,12,1,04
1829,2009-12-05,2009,4,12,1,05,2009,4,12,1,05
1830,2009-12-06,2009,4,12,1,06,2009,4,12,1,06
1831,2009-12-07,2009,4,12,1,07,2009,4,12,1,07
1832,2009-12-08,2009,4,12,2,08,2009,4,12,2,08
1833,2009-12-09,2009,4,12,2,09,2009,4,12,2,09
1834,2009-12-10,2009,4,12,2,10,2009,4,12,2,10
1835,2009-12-11,2009,4,12,2,11,2009,4,12,2,11
1836,2009-12-12,2009,4,12,2,12,2009,4,12,2,12
1837,2009-12-13,2009,4,12,2,13,2009,4,12,2,13
1838,2009-12-14,2009,4,12,2,14,2009,4,12,2,14
1839,2009-12-15,2009,4,12,3,15,2009,4,12,3,15
1840,2009-12-16,2009,4,12,3,16,2009,4,12,3,16
1841,2009-12-17,2009,4,12,3,17,2009,4,12,3,17
1842,2009-12-18,2009,4,12,3,18,2009,4,12,3,18
1843,2009-12-19,2009,4,12,3,19,2009,4,12,3,19
1844,2009-12-20,2009,4,12,3,20,2009,4,12,3,20
1845,2009-12-21,2009,4,12,3,21,2009,4,12,3,21
1846,2009-12-22,2009,4,12,4,22,2009,4,12,4,22
1847,2009-12-23,2009,4,12,4,23,2009,4,12,4,23
1848,2009-12-24,2009,4,12,4,24,2009,4,12,4,24
1849,2009-12-25,2009,4,12,4,25,2009,4,12,4,25
1850,2009-12-26,2009,4,12,4,26,2009,4,12,4,26
1851,2009-12-27,2009,4,12,4,27,2009,4,12,4,27
1852,2009-12-28,2009,4,12,4,28,2009,4,12,4,28
1853,2009-12-29,2009,4,12,5,29,2009,4,12,5,29
1854,2009-12-30,2009,4,12,5,30,2009,4,12,5,30
1855,2009-12-31,2009,4,12,5,31,2009,4,12,5,31
1856,2010-01-01,2010,1,01,1,01,2010,1,01,1,01
1857,2010-01-02,2010,1,01,1,02,2010,1,01,1,02
1858,2010-01-03,2010,1,01,1,03,2010,1,01,1,03
1859,2010-01-04,2010,1,01,1,04,2010,1,01,1,04
1860,2010-01-05,2010,1,01,1,05,2010,1,01,1,05
1861,2010-01-06,2010,1,01,1,06,2010,1,01,1,06
1862,2010-01-07,2010,1,01,1,07,2010,1,01,1,07
1863,2010-01-08,2010,1,01,2,08,2010,1,01,2,08
1864,2010-01-09,2010,1,01,2,09,2010,1,01,2,09
1865,2010-01-10,2010,1,01,2,10,2010,1,01,2,10
1866,2010-01-11,2010,1,01,2,11,2010,1,01,2,11
1867,2010-01-12,2010,1,01,2,12,2010,1,01,2,12
1868,2010-01-13,2010,1,01,2,13,2010,1,01,2,13
1869,2010-01-14,2010,1,01,2,14,2010,1,01,2,14
1870,2010-01-15,2010,1,01,3,15,2010,1,01,3,15
1871,2010-01-16,2010,1,01,3,16,2010,1,01,3,16
1872,2010-01-17,2010,1,01,3,17,2010,1,01,3,17
1873,2010-01-18,2010,1,01,3,18,2010,1,01,3,18
1874,2010-01-19,2010,1,01,3,19,2010,1,01,3,19
1875,2010-01-20,2010,1,01,3,20,2010,1,01,3,20
1876,2010-01-21,2010,1,01,3,21,2010,1,01,3,21
1877,2010-01-22,2010,1,01,4,22,2010,1,01,4,22
1878,2010-01-23,2010,1,01,4,23,2010,1,01,4,23
1879,2010-01-24,2010,1,01,4,24,2010,1,01,4,24
1880,2010-01-25,2010,1,01,4,25,2010,1,01,4,25
1881,2010-01-26,2010,1,01,4,26,2010,1,01,4,26
1882,2010-01-27,2010,1,01,4,27,2010,1,01,4,27
1883,2010-01-28,2010,1,01,4,28,2010,1,01,4,28
1884,2010-01-29,2010,1,01,5,29,2010,1,01,5,29
1885,2010-01-30,2010,1,01,5,30,2010,1,01,5,30
1886,2010-01-31,2010,1,01,5,31,2010,1,01,5,31
1887,2010-02-01,2010,1,02,1,01,2010,1,02,1,01
1888,2010-02-02,2010,1,02,1,02,2010,1,02,1,02
1889,2010-02-03,2010,1,02,1,03,2010,1,02,1,03
1890,2010-02-04,2010,1,02,1,04,2010,1,02,1,04
1891,2010-02-05,2010,1,02,1,05,2010,1,02,1,05
1892,2010-02-06,2010,1,02,1,06,2010,1,02,1,06
1893,2010-02-07,2010,1,02,1,07,2010,1,02,1,07
1894,2010-02-08,2010,1,02,2,08,2010,1,02,2,08
1895,2010-02-09,2010,1,02,2,09,2010,1,02,2,09
1896,2010-02-10,2010,1,02,2,10,2010,1,02,2,10
1897,2010-02-11,2010,1,02,2,11,2010,1,02,2,11
1898,2010-02-12,2010,1,02,2,12,2010,1,02,2,12
1899,2010-02-13,2010,1,02,2,13,2010,1,02,2,13
1900,2010-02-14,2010,1,02,2,14,2010,1,02,2,14
1901,2010-02-15,2010,1,02,3,15,2010,1,02,3,15
1902,2010-02-16,2010,1,02,3,16,2010,1,02,3,16
1903,2010-02-17,2010,1,02,3,17,2010,1,02,3,17
1904,2010-02-18,2010,1,02,3,18,2010,1,02,3,18
1905,2010-02-19,2010,1,02,3,19,2010,1,02,3,19
1906,2010-02-20,2010,1,02,3,20,2010,1,02,3,20
1907,2010-02-21,2010,1,02,3,21,2010,1,02,3,21
1908,2010-02-22,2010,1,02,4,22,2010,1,02,4,22
1909,2010-02-23,2010,1,02,4,23,2010,1,02,4,23
1910,2010-02-24,2010,1,02,4,24,2010,1,02,4,24
1911,2010-02-25,2010,1,02,4,25,2010,1,02,4,25
1912,2010-02-26,2010,1,02,4,26,2010,1,02,4,26
1913,2010-02-27,2010,1,02,4,27,2010,1,02,4,27
1914,2010-02-28,2010,1,02,4,28,2010,1,02,4,28
1915,2010-03-01,2010,1,03,1,01,2010,1,03,1,01
1916,2010-03-02,2010,1,03,1,02,2010,1,03,1,02
1917,2010-03-03,2010,1,03,1,03,2010,1,03,1,03
1918,2010-03-04,2010,1,03,1,04,2010,1,03,1,04
1919,2010-03-05,2010,1,03,1,05,2010,1,03,1,05
1920,2010-03-06,2010,1,03,1,06,2010,1,03,1,06
1921,2010-03-07,2010,1,03,1,07,2010,1,03,1,07
1922,2010-03-08,2010,1,03,2,08,2010,1,03,2,08
1923,2010-03-09,2010,1,03,2,09,2010,1,03,2,09
1924,2010-03-10,2010,1,03,2,10,2010,1,03,2,10
1925,2010-03-11,2010,1,03,2,11,2010,1,03,2,11
1926,2010-03-12,2010,1,03,2,12,2010,1,03,2,12
1927,2010-03-13,2010,1,03,2,13,2010,1,03,2,13
1928,2010-03-14,2010,1,03,2,14,2010,1,03,2,14
1929,2010-03-15,2010,1,03,3,15,2010,1,03,3,15
1930,2010-03-16,2010,1,03,3,16,2010,1,03,3,16
1931,2010-03-17,2010,1,03,3,17,2010,1,03,3,17
1932,2010-03-18,2010,1,03,3,18,2010,1,03,3,18
1933,2010-03-19,2010,1,03,3,19,2010,1,03,3,19
1934,2010-03-20,2010,1,03,3,20,2010,1,03,3,20
1935,2010-03-21,2010,1,03,3,21,2010,1,03,3,21
1936,2010-03-22,2010,1,03,4,22,2010,1,03,4,22
1937,2010-03-23,2010,1,03,4,23,2010,1,03,4,23
1938,2010-03-24,2010,1,03,4,24,2010,1,03,4,24
1939,2010-03-25,2010,1,03,4,25,2010,1,03,4,25
1940,2010-03-26,2010,1,03,4,26,2010,1,03,4,26
1941,2010-03-27,2010,1,03,4,27,2010,1,03,4,27
1942,2010-03-28,2010,1,03,4,28,2010,1,03,4,28
1943,2010-03-29,2010,1,03,5,29,2010,1,03,5,29
1944,2010-03-30,2010,1,03,5,30,2010,1,03,5,30
1945,2010-03-31,2010,1,03,5,31,2010,1,03,5,31
1946,2010-04-01,2010,2,04,1,01,2010,2,04,1,01
1947,2010-04-02,2010,2,04,1,02,2010,2,04,1,02
1948,2010-04-03,2010,2,04,1,03,2010,2,04,1,03
1949,2010-04-04,2010,2,04,1,04,2010,2,04,1,04
1950,2010-04-05,2010,2,04,1,05,2010,2,04,1,05
1951,2010-04-06,2010,2,04,1,06,2010,2,04,1,06
1952,2010-04-07,2010,2,04,1,07,2010,2,04,1,07
1953,2010-04-08,2010,2,04,2,08,2010,2,04,2,08
1954,2010-04-09,2010,2,04,2,09,2010,2,04,2,09
1955,2010-04-10,2010,2,04,2,10,2010,2,04,2,10
1956,2010-04-11,2010,2,04,2,11,2010,2,04,2,11
1957,2010-04-12,2010,2,04,2,12,2010,2,04,2,12
1958,2010-04-13,2010,2,04,2,13,2010,2,04,2,13
1959,2010-04-14,2010,2,04,2,14,2010,2,04,2,14
1960,2010-04-15,2010,2,04,3,15,2010,2,04,3,15
1961,2010-04-16,2010,2,04,3,16,2010,2,04,3,16
1962,2010-04-17,2010,2,04,3,17,2010,2,04,3,17
1963,2010-04-18,2010,2,04,3,18,2010,2,04,3,18
1964,2010-04-19,2010,2,04,3,19,2010,2,04,3,19
1965,2010-04-20,2010,2,04,3,20,2010,2,04,3,20
1966,2010-04-21,2010,2,04,3,21,2010,2,04,3,21
1967,2010-04-22,2010,2,04,4,22,2010,2,04,4,22
1968,2010-04-23,2010,2,04,4,23,2010,2,04,4,23
1969,2010-04-24,2010,2,04,4,24,2010,2,04,4,24
1970,2010-04-25,2010,2,04,4,25,2010,2,04,4,25
1971,2010-04-26,2010,2,04,4,26,2010,2,04,4,26
1972,2010-04-27,2010,2,04,4,27,2010,2,04,4,27
1973,2010-04-28,2010,2,04,4,28,2010,2,04,4,28
1974,2010-04-29,2010,2,04,5,29,2010,2,04,5,29
1975,2010-04-30,2010,2,04,5,30,2010,2,04,5,30
1976,2010-05-01,2010,2,05,1,01,2010,2,05,1,01
1977,2010-05-02,2010,2,05,1,02,2010,2,05,1,02
1978,2010-05-03,2010,2,05,1,03,2010,2,05,1,03
1979,2010-05-04,2010,2,05,1,04,2010,2,05,1,04
1980,2010-05-05,2010,2,05,1,05,2010,2,05,1,05
1981,2010-05-06,2010,2,05,1,06,2010,2,05,1,06
1982,2010-05-07,2010,2,05,1,07,2010,2,05,1,07
1983,2010-05-08,2010,2,05,2,08,2010,2,05,2,08
1984,2010-05-09,2010,2,05,2,09,2010,2,05,2,09
1985,2010-05-10,2010,2,05,2,10,2010,2,05,2,10
1986,2010-05-11,2010,2,05,2,11,2010,2,05,2,11
1987,2010-05-12,2010,2,05,2,12,2010,2,05,2,12
1988,2010-05-13,2010,2,05,2,13,2010,2,05,2,13
1989,2010-05-14,2010,2,05,2,14,2010,2,05,2,14
1990,2010-05-15,2010,2,05,3,15,2010,2,05,3,15
1991,2010-05-16,2010,2,05,3,16,2010,2,05,3,16
1992,2010-05-17,2010,2,05,3,17,2010,2,05,3,17
1993,2010-05-18,2010,2,05,3,18,2010,2,05,3,18
1994,2010-05-19,2010,2,05,3,19,2010,2,05,3,19
1995,2010-05-20,2010,2,05,3,20,2010,2,05,3,20
1996,2010-05-21,2010,2,05,3,21,2010,2,05,3,21
1997,2010-05-22,2010,2,05,4,22,2010,2,05,4,22
1998,2010-05-23,2010,2,05,4,23,2010,2,05,4,23
1999,2010-05-24,2010,2,05,4,24,2010,2,05,4,24
2000,2010-05-25,2010,2,05,4,25,2010,2,05,4,25
2001,2010-05-26,2010,2,05,4,26,2010,2,05,4,26
2002,2010-05-27,2010,2,05,4,27,2010,2,05,4,27
2003,2010-05-28,2010,2,05,4,28,2010,2,05,4,28
2004,2010-05-29,2010,2,05,5,29,2010,2,05,5,29
2005,2010-05-30,2010,2,05,5,30,2010,2,05,5,30
2006,2010-05-31,2010,2,05,5,31,2010,2,05,5,31
2007,2010-06-01,2010,2,06,1,01,2010,2,06,1,01
2008,2010-06-02,2010,2,06,1,02,2010,2,06,1,02
2009,2010-06-03,2010,2,06,1,03,2010,2,06,1,03
2010,2010-06-04,2010,2,06,1,04,2010,2,06,1,04
2011,2010-06-05,2010,2,06,1,05,2010,2,06,1,05
2012,2010-06-06,2010,2,06,1,06,2010,2,06,1,06
2013,2010-06-07,2010,2,06,1,07,2010,2,06,1,07
2014,2010-06-08,2010,2,06,2,08,2010,2,06,2,08
2015,2010-06-09,2010,2,06,2,09,2010,2,06,2,09
2016,2010-06-10,2010,2,06,2,10,2010,2,06,2,10
2017,2010-06-11,2010,2,06,2,11,2010,2,06,2,11
2018,2010-06-12,2010,2,06,2,12,2010,2,06,2,12
2019,2010-06-13,2010,2,06,2,13,2010,2,06,2,13
2020,2010-06-14,2010,2,06,2,14,2010,2,06,2,14
2021,2010-06-15,2010,2,06,3,15,2010,2,06,3,15
2022,2010-06-16,2010,2,06,3,16,2010,2,06,3,16
2023,2010-06-17,2010,2,06,3,17,2010,2,06,3,17
2024,2010-06-18,2010,2,06,3,18,2010,2,06,3,18
2025,2010-06-19,2010,2,06,3,19,2010,2,06,3,19
2026,2010-06-20,2010,2,06,3,20,2010,2,06,3,20
2027,2010-06-21,2010,2,06,3,21,2010,2,06,3,21
2028,2010-06-22,2010,2,06,4,22,2010,2,06,4,22
2029,2010-06-23,2010,2,06,4,23,2010,2,06,4,23
2030,2010-06-24,2010,2,06,4,24,2010,2,06,4,24
2031,2010-06-25,2010,2,06,4,25,2010,2,06,4,25
2032,2010-06-26,2010,2,06,4,26,2010,2,06,4,26
2033,2010-06-27,2010,2,06,4,27,2010,2,06,4,27
2034,2010-06-28,2010,2,06,4,28,2010,2,06,4,28
2035,2010-06-29,2010,2,06,5,29,2010,2,06,5,29
2036,2010-06-30,2010,2,06,5,30,2010,2,06,5,30
2037,2010-07-01,2010,3,07,1,01,2010,3,07,1,01
2038,2010-07-02,2010,3,07,1,02,2010,3,07,1,02
2039,2010-07-03,2010,3,07,1,03,2010,3,07,1,03
2040,2010-07-04,2010,3,07,1,04,2010,3,07,1,04
2041,2010-07-05,2010,3,07,1,05,2010,3,07,1,05
2042,2010-07-06,2010,3,07,1,06,2010,3,07,1,06
2043,2010-07-07,2010,3,07,1,07,2010,3,07,1,07
2044,2010-07-08,2010,3,07,2,08,2010,3,07,2,08
2045,2010-07-09,2010,3,07,2,09,2010,3,07,2,09
2046,2010-07-10,2010,3,07,2,10,2010,3,07,2,10
2047,2010-07-11,2010,3,07,2,11,2010,3,07,2,11
2048,2010-07-12,2010,3,07,2,12,2010,3,07,2,12
2049,2010-07-13,2010,3,07,2,13,2010,3,07,2,13
2050,2010-07-14,2010,3,07,2,14,2010,3,07,2,14
2051,2010-07-15,2010,3,07,3,15,2010,3,07,3,15
2052,2010-07-16,2010,3,07,3,16,2010,3,07,3,16
2053,2010-07-17,2010,3,07,3,17,2010,3,07,3,17
2054,2010-07-18,2010,3,07,3,18,2010,3,07,3,18
2055,2010-07-19,2010,3,07,3,19,2010,3,07,3,19
2056,2010-07-20,2010,3,07,3,20,2010,3,07,3,20
2057,2010-07-21,2010,3,07,3,21,2010,3,07,3,21
2058,2010-07-22,2010,3,07,4,22,2010,3,07,4,22
2059,2010-07-23,2010,3,07,4,23,2010,3,07,4,23
2060,2010-07-24,2010,3,07,4,24,2010,3,07,4,24
2061,2010-07-25,2010,3,07,4,25,2010,3,07,4,25
2062,2010-07-26,2010,3,07,4,26,2010,3,07,4,26
2063,2010-07-27,2010,3,07,4,27,2010,3,07,4,27
2064,2010-07-28,2010,3,07,4,28,2010,3,07,4,28
2065,2010-07-29,2010,3,07,5,29,2010,3,07,5,29
2066,2010-07-30,2010,3,07,5,30,2010,3,07,5,30
2067,2010-07-31,2010,3,07,5,31,2010,3,07,5,31
2068,2010-08-01,2010,3,08,1,01,2010,3,08,1,01
2069,2010-08-02,2010,3,08,1,02,2010,3,08,1,02
2070,2010-08-03,2010,3,08,1,03,2010,3,08,1,03
2071,2010-08-04,2010,3,08,1,04,2010,3,08,1,04
2072,2010-08-05,2010,3,08,1,05,2010,3,08,1,05
2073,2010-08-06,2010,3,08,1,06,2010,3,08,1,06
2074,2010-08-07,2010,3,08,1,07,2010,3,08,1,07
2075,2010-08-08,2010,3,08,2,08,2010,3,08,2,08
2076,2010-08-09,2010,3,08,2,09,2010,3,08,2,09
2077,2010-08-10,2010,3,08,2,10,2010,3,08,2,10
2078,2010-08-11,2010,3,08,2,11,2010,3,08,2,11
2079,2010-08-12,2010,3,08,2,12,2010,3,08,2,12
2080,2010-08-13,2010,3,08,2,13,2010,3,08,2,13
2081,2010-08-14,2010,3,08,2,14,2010,3,08,2,14
2082,2010-08-15,2010,3,08,3,15,2010,3,08,3,15
2083,2010-08-16,2010,3,08,3,16,2010,3,08,3,16
2084,2010-08-17,2010,3,08,3,17,2010,3,08,3,17
2085,2010-08-18,2010,3,08,3,18,2010,3,08,3,18
2086,2010-08-19,2010,3,08,3,19,2010,3,08,3,19
2087,2010-08-20,2010,3,08,3,20,2010,3,08,3,20
2088,2010-08-21,2010,3,08,3,21,2010,3,08,3,21
2089,2010-08-22,2010,3,08,4,22,2010,3,08,4,22
2090,2010-08-23,2010,3,08,4,23,2010,3,08,4,23
2091,2010-08-24,2010,3,08,4,24,2010,3,08,4,24
2092,2010-08-25,2010,3,08,4,25,2010,3,08,4,25
2093,2010-08-26,2010,3,08,4,26,2010,3,08,4,26
2094,2010-08-27,2010,3,08,4,27,2010,3,08,4,27
2095,2010-08-28,2010,3,08,4,28,2010,3,08,4,28
2096,2010-08-29,2010,3,08,5,29,2010,3,08,5,29
2097,2010-08-30,2010,3,08,5,30,2010,3,08,5,30
2098,2010-08-31,2010,3,08,5,31,2010,3,08,5,31
2099,2010-09-01,2010,3,09,1,01,2010,3,09,1,01
2100,2010-09-02,2010,3,09,1,02,2010,3,09,1,02
2101,2010-09-03,2010,3,09,1,03,2010,3,09,1,03
2102,2010-09-04,2010,3,09,1,04,2010,3,09,1,04
2103,2010-09-05,2010,3,09,1,05,2010,3,09,1,05
2104,2010-09-06,2010,3,09,1,06,2010,3,09,1,06
2105,2010-09-07,2010,3,09,1,07,2010,3,09,1,07
2106,2010-09-08,2010,3,09,2,08,2010,3,09,2,08
2107,2010-09-09,2010,3,09,2,09,2010,3,09,2,09
2108,2010-09-10,2010,3,09,2,10,2010,3,09,2,10
2109,2010-09-11,2010,3,09,2,11,2010,3,09,2,11
2110,2010-09-12,2010,3,09,2,12,2010,3,09,2,12
2111,2010-09-13,2010,3,09,2,13,2010,3,09,2,13
2112,2010-09-14,2010,3,09,2,14,2010,3,09,2,14
2113,2010-09-15,2010,3,09,3,15,2010,3,09,3,15
2114,2010-09-16,2010,3,09,3,16,2010,3,09,3,16
2115,2010-09-17,2010,3,09,3,17,2010,3,09,3,17
2116,2010-09-18,2010,3,09,3,18,2010,3,09,3,18
2117,2010-09-19,2010,3,09,3,19,2010,3,09,3,19
2118,2010-09-20,2010,3,09,3,20,2010,3,09,3,20
2119,2010-09-21,2010,3,09,3,21,2010,3,09,3,21
2120,2010-09-22,2010,3,09,4,22,2010,3,09,4,22
2121,2010-09-23,2010,3,09,4,23,2010,3,09,4,23
2122,2010-09-24,2010,3,09,4,24,2010,3,09,4,24
2123,2010-09-25,2010,3,09,4,25,2010,3,09,4,25
2124,2010-09-26,2010,3,09,4,26,2010,3,09,4,26
2125,2010-09-27,2010,3,09,4,27,2010,3,09,4,27
2126,2010-09-28,2010,3,09,4,28,2010,3,09,4,28
2127,2010-09-29,2010,3,09,5,29,2010,3,09,5,29
2128,2010-09-30,2010,3,09,5,30,2010,3,09,5,30
2129,2010-10-01,2010,4,10,1,01,2010,4,10,1,01
2130,2010-10-02,2010,4,10,1,02,2010,4,10,1,02
2131,2010-10-03,2010,4,10,1,03,2010,4,10,1,03
2132,2010-10-04,2010,4,10,1,04,2010,4,10,1,04
2133,2010-10-05,2010,4,10,1,05,2010,4,10,1,05
2134,2010-10-06,2010,4,10,1,06,2010,4,10,1,06
2135,2010-10-07,2010,4,10,1,07,2010,4,10,1,07
2136,2010-10-08,2010,4,10,2,08,2010,4,10,2,08
2137,2010-10-09,2010,4,10,2,09,2010,4,10,2,09
2138,2010-10-10,2010,4,10,2,10,2010,4,10,2,10
2139,2010-10-11,2010,4,10,2,11,2010,4,10,2,11
2140,2010-10-12,2010,4,10,2,12,2010,4,10,2,12
2141,2010-10-13,2010,4,10,2,13,2010,4,10,2,13
2142,2010-10-14,2010,4,10,2,14,2010,4,10,2,14
2143,2010-10-15,2010,4,10,3,15,2010,4,10,3,15
2144,2010-10-16,2010,4,10,3,16,2010,4,10,3,16
2145,2010-10-17,2010,4,10,3,17,2010,4,10,3,17
2146,2010-10-18,2010,4,10,3,18,2010,4,10,3,18
2147,2010-10-19,2010,4,10,3,19,2010,4,10,3,19
2148,2010-10-20,2010,4,10,3,20,2010,4,10,3,20
2149,2010-10-21,2010,4,10,3,21,2010,4,10,3,21
2150,2010-10-22,2010,4,10,4,22,2010,4,10,4,22
2151,2010-10-23,2010,4,10,4,23,2010,4,10,4,23
2152,2010-10-24,2010,4,10,4,24,2010,4,10,4,24
2153,2010-10-25,2010,4,10,4,25,2010,4,10,4,25
2154,2010-10-26,2010,4,10,4,26,2010,4,10,4,26
2155,2010-10-27,2010,4,10,4,27,2010,4,10,4,27
2156,2010-10-28,2010,4,10,4,28,2010,4,10,4,28
2157,2010-10-29,2010,4,10,5,29,2010,4,10,5,29
2158,,,,,,,,,,,
